Epochs,Loss_Disc,Loss_Gene,FID
0,3.603515863418579,4.188136577606201,59.41753673635486
200,0.6769026517868042,4.2259063720703125,86.91500466098466
400,0.43919527530670166,7.168985366821289,70.75304431048039
600,0.18353816866874695,5.280923843383789,90.33125483868992
800,0.1829146444797516,5.608976364135742,71.54853120130815
1000,0.1651371270418167,4.64346170425415,71.00834685459165
1200,0.12458174675703049,3.232515811920166,66.88924573901221
1400,0.17150238156318665,6.141261577606201,71.27846679271943
1600,0.24331697821617126,3.8067750930786133,66.66109941522444
1800,0.053189195692539215,5.444681167602539,68.73822988936223
2000,0.2492661029100418,5.426962852478027,68.09731026824272
2200,0.4239456057548523,4.588043212890625,68.43495770140618
2400,0.20730777084827423,5.657768726348877,68.4642651975069
2600,0.15725207328796387,4.469189643859863,72.02533711113324
2800,0.38725265860557556,3.9132511615753174,65.91354516778603
3000,0.2482825070619583,4.014829635620117,66.48202623005142
3200,0.34862062335014343,6.335454940795898,65.07303294736113
3400,0.10775285214185715,5.643403053283691,68.19245285789452
3600,0.1458977311849594,5.209959983825684,66.9962744069536
3800,0.09508447349071503,4.719349384307861,62.46807334301707
4000,0.3512169122695923,4.928176403045654,66.37128598817458
4200,0.6366697549819946,5.147011756896973,67.94851417498597
4400,0.0823553204536438,5.2532854080200195,69.55187114461182
4600,0.10408604145050049,4.275836944580078,65.66373084432473
4800,0.18702936172485352,3.772869348526001,64.40783703796939
5000,0.22986751794815063,4.268925666809082,70.3350863733682
5200,0.07495421916246414,6.550791263580322,65.01469038634048
5400,0.11971370875835419,5.050457954406738,66.95696371155134
5600,0.25724226236343384,4.886438369750977,66.87317147639885
5800,0.08382999897003174,6.535469055175781,64.95860766442513
6000,0.08527825772762299,4.325308799743652,67.84063601016169
6200,0.17615583539009094,4.549225807189941,71.45425640554629
6400,0.3357260823249817,4.688117027282715,68.03036148380949
6600,0.07505515217781067,5.64128303527832,65.32140201157824
6800,0.14669770002365112,6.455121040344238,67.21994838798696
7000,0.15941685438156128,6.016237735748291,64.54007475888255
7200,0.08202540129423141,4.2971343994140625,65.59096774244307
7400,0.4927324652671814,3.910693645477295,64.06039297255069
7600,0.1310032308101654,5.223673343658447,65.85249520801756
7800,0.09276502579450607,5.096230506896973,67.24041903110083
8000,0.09457099437713623,4.670269966125488,66.18797364144643
8200,0.06924913078546524,5.117541313171387,77.6596980694718
8400,0.10009071230888367,5.189962387084961,64.94985324999891
8600,0.19460216164588928,4.627387046813965,66.46094599935157
8800,0.16345471143722534,5.920097351074219,73.73661948469385
9000,0.13083556294441223,5.8140153884887695,65.81046284101348
9200,0.314055860042572,6.899514198303223,65.54002139990604
9400,0.045335959643125534,4.954751014709473,66.21237858778119
9600,0.07216987758874893,4.834359169006348,64.99535644299698
9800,0.1166624128818512,4.895875930786133,66.78176111072162
