Epochs,Loss_Disc,Loss_Gene,FID
0,6.590198040008545,1.6553704738616943,58.871492975797366
100,1.3887572288513184,6.457344055175781,80.0545764035354
200,0.7606002688407898,4.653943061828613,73.00832805009668
300,0.7528566122055054,5.294814109802246,74.32664395613688
400,0.6011127233505249,4.342635154724121,67.59400164505911
500,0.5848604440689087,3.873868942260742,65.6220433459809
600,0.4359508752822876,4.983450889587402,66.55123080173092
700,0.42393696308135986,5.430094242095947,64.26774923214879
800,0.2054257094860077,5.340379238128662,70.0637983999892
900,0.3015802800655365,4.529908180236816,65.49787371248328
1000,0.31264519691467285,5.360496520996094,67.17986771432487
1100,0.24768003821372986,5.2882890701293945,65.00804058092052
1200,0.14662158489227295,5.237651824951172,69.37820897980743
1300,0.1349792331457138,5.72210168838501,66.33064279141075
1400,0.19315168261528015,5.910382270812988,71.86765620303572
1500,0.11373906582593918,5.519433975219727,63.66978871078766
1600,0.2394530028104782,5.783241271972656,63.29799354923273
1700,0.09886881709098816,6.54993200302124,71.80336367958523
1800,0.22635558247566223,5.987970352172852,65.55091194910034
1900,0.1472541093826294,6.9240946769714355,67.8937296254121
2000,0.05844775587320328,6.676671028137207,62.19653315396147
2100,0.11706073582172394,6.043063163757324,63.79795245320258
2200,0.10841220617294312,6.533407211303711,63.48595434097041
2300,0.1379440724849701,7.445563316345215,61.90729720214017
2400,0.1040552407503128,6.613455295562744,61.332579998356664
2500,0.1389862447977066,6.780986785888672,70.2863340332425
2600,0.07888512313365936,6.52163028717041,64.37831763483155
2700,0.05951620638370514,6.5066118240356445,63.8243515018346
2800,0.047333866357803345,7.309295654296875,64.55907747305605
2900,0.04671265184879303,7.031588554382324,62.36587179119607
3000,0.04328741133213043,6.53472375869751,71.47817289272194
3100,0.049389954656362534,8.008902549743652,63.72115120686186
3200,0.09231218695640564,7.260541915893555,65.0475558702858
3300,0.05324506759643555,8.098187446594238,60.87333534333868
3400,0.1255650520324707,7.156899929046631,65.37508384510454
3500,0.0719296932220459,7.669774055480957,61.84476186978969
3600,0.08706340938806534,7.719351768493652,62.16659046369682
3700,0.06737691164016724,7.537761688232422,81.72126479281161
3800,0.08605296909809113,9.143259048461914,59.76332398911296
3900,0.052175916731357574,7.217818737030029,63.8966547847769
4000,0.04325041174888611,9.791984558105469,64.81823335814715
4100,0.05541280657052994,6.360193252563477,70.23535888391024
4200,0.05142461135983467,7.310834884643555,74.18018020543616
4300,0.06104319915175438,7.011087894439697,70.32866722482999
4400,0.04052378237247467,7.678922653198242,69.70737855506513
4500,0.02618599683046341,7.765050888061523,65.36747032398296
4600,0.06376927345991135,8.34685230255127,66.24381836048417
4700,0.05897638201713562,8.483546257019043,69.37902194334725
4800,0.038482315838336945,8.771926879882812,70.90621412617782
4900,0.06166300177574158,8.340188026428223,66.31688811663776
5000,0.15135449171066284,8.841517448425293,63.75731159397748
5100,0.18897294998168945,6.966164588928223,69.99863701397112
5200,0.05246508866548538,7.8955183029174805,73.98363041737366
5300,0.04407574236392975,8.028159141540527,69.82848390874454
5400,0.027547042816877365,7.748528957366943,68.97417083783097
5500,0.042610637843608856,8.524187088012695,67.61662893291572
5600,0.048460159450769424,7.345281600952148,68.22383844245735
5700,0.050801340490579605,8.256656646728516,69.44732506410969
5800,0.03164195269346237,7.881504058837891,67.35506948965269
5900,0.07871966809034348,8.102241516113281,67.59734281102146
6000,0.3446750044822693,7.847055912017822,73.81685075666485
6100,0.05530736595392227,7.987987518310547,74.62895938865256
