Epochs,Loss_Disc,Loss_Gene,FID
0,1.8344190120697021,0.5564119815826416,315.2557792890367
100,0.3047671914100647,3.409435749053955,234.50408440014888
200,0.5363719463348389,3.025695562362671,229.19930744757625
300,0.6215721368789673,2.9647607803344727,165.60188444500977
400,0.4501970112323761,3.4735217094421387,182.38135104296003
500,0.6060896515846252,3.446561098098755,110.84730406356817
600,0.49804922938346863,2.7458598613739014,130.8335170437291
700,0.619225025177002,1.986153483390808,117.08598088170083
800,0.7021013498306274,2.827970027923584,133.36212272083674
900,0.5559107065200806,2.3120970726013184,120.48923469333772
1000,0.3764347434043884,2.8083090782165527,112.8088963389173
1100,0.4081560969352722,2.523639678955078,102.93762466967121
1200,0.3686845302581787,3.0293102264404297,97.54007421229477
1300,0.435125470161438,2.8037500381469727,99.5664514192166
1400,0.3652377128601074,2.9482531547546387,93.96194733932742
1500,0.27979224920272827,2.9661521911621094,94.96528282220567
1600,0.30664244294166565,3.1597461700439453,99.10273504576446
1700,0.22840386629104614,2.8920187950134277,91.88752705838237
1800,0.20922712981700897,3.198117256164551,89.17652018393437
1900,0.28338849544525146,3.55897855758667,89.32531870794918
2000,0.2769321799278259,3.1350317001342773,85.28321738872205
2100,0.235028475522995,3.478130340576172,90.22947919458187
2200,0.22867712378501892,3.572916030883789,87.79618987456877
2300,0.23934181034564972,3.8154239654541016,85.189397893011
2400,0.2836317718029022,3.468987226486206,86.18519030624282
2500,0.2202645242214203,3.976994514465332,79.06656908120442
2600,0.3550865054130554,4.211609363555908,88.24973118871884
2700,0.22850242257118225,3.680203914642334,85.30049771090307
2800,0.17714762687683105,4.17543363571167,86.86763109413045
2900,0.13234519958496094,4.442078113555908,81.40924291486715
3000,0.19530881941318512,4.105473518371582,82.85930743088494
3100,0.2030542492866516,3.9407994747161865,87.07553273313346
3200,0.23306110501289368,4.673162460327148,81.09495393792838
3300,0.17338421940803528,4.8174872398376465,79.95127693881057
3400,0.16976262629032135,4.331478118896484,81.3056953674951
3500,0.2739757299423218,4.39061164855957,80.53920567136942
3600,0.09939053654670715,4.49454927444458,85.20614061300455
3700,0.13456878066062927,4.5662360191345215,80.8168577201983
3800,0.14934636652469635,4.76994514465332,78.5244420140096
3900,0.221746027469635,4.741754055023193,79.1249216493029
4000,0.19793382287025452,5.243923187255859,80.68066539124158
4100,0.12273003160953522,4.884092330932617,77.0514582017509
4200,0.11789059638977051,4.855712890625,79.98455496026264
4300,0.1424611210823059,4.897848129272461,79.76439303311923
4400,0.1183977723121643,5.8886823654174805,79.21293461373585
4500,0.11562688648700714,5.417237281799316,77.58516989265752
4600,0.20667187869548798,5.062702178955078,77.68317149032367
4700,0.09526249021291733,5.192896842956543,73.74323831887597
4800,0.10597983002662659,5.416661262512207,77.23516174068766
4900,0.12266770750284195,5.504907131195068,76.41877980388824
5000,0.111786849796772,5.765231132507324,75.61385582182743
5100,0.1332191824913025,5.146847248077393,75.57417853979416
5200,0.06042414903640747,5.873416423797607,77.00269885898615
5300,0.07944750785827637,6.2702436447143555,77.4152088693395
5400,0.11808687448501587,6.2048845291137695,77.41456594953314
5500,0.09979277104139328,5.787051200866699,75.0399969430477
5600,0.0814431756734848,6.00285530090332,73.60824857156712
5700,0.09322512149810791,6.136281490325928,71.86407018211861
5800,0.22628772258758545,6.022816181182861,71.18179983972067
5900,2.4042465686798096,2.802377462387085,76.8742661654203
6000,0.13023924827575684,5.74367618560791,85.63955431787622
6100,0.06632958352565765,4.985471248626709,75.53054439592546
6200,0.14866086840629578,5.393583297729492,74.4238760673519
6300,0.07189899682998657,5.913073539733887,76.36543659496141
6400,0.08222807198762894,5.724588394165039,72.9940802097239
6500,0.0846114531159401,5.407021999359131,78.20420663503069
6600,0.0859564021229744,6.1408772468566895,73.09137050136843
6700,0.10786053538322449,5.911746978759766,72.28752139353657
6800,0.07210355997085571,6.061387062072754,72.97147713989267
6900,0.09131881594657898,6.069313049316406,71.01395841938808
7000,0.07500395178794861,5.513795375823975,70.20566781398145
7100,0.06432128697633743,6.265167236328125,70.41458143441554
7200,0.11628001928329468,6.5048017501831055,70.68219392205947
7300,0.06187121942639351,6.700326919555664,71.2134135185263
7400,0.1532021164894104,6.285646915435791,85.38458564250863
7500,0.057488732039928436,5.479774475097656,74.16265529827399
7600,0.07532132416963577,5.426807403564453,72.58186079891595
7700,0.06710807979106903,5.525690078735352,75.04574791557985
7800,0.0756731927394867,6.829952716827393,73.28058624671189
7900,0.10200804471969604,6.49018669128418,74.36122375970393
8000,0.057217419147491455,6.352367877960205,69.83469534602256
8100,0.06801848113536835,6.5339860916137695,74.24854150746057
8200,0.05827433615922928,6.61754846572876,70.04802030440521
8300,0.060328494757413864,7.365221977233887,69.35541234880276
8400,0.10614528506994247,6.9761457443237305,73.02562860842124
8500,0.04541994631290436,6.885006904602051,66.74596028630606
8600,0.09746275842189789,6.674939155578613,68.88564847325529
8700,0.07766620069742203,6.848043441772461,66.60451831346887
8800,0.0595557801425457,6.534690856933594,66.92473288980108
8900,0.06720708310604095,7.03471565246582,65.50303862220835
9000,0.05001305043697357,6.53792142868042,70.01480507262681
9100,0.050246432423591614,7.132895469665527,67.74239529154357
9200,0.02903703600168228,7.715933799743652,69.13831057737906
9300,0.043124645948410034,7.58642578125,66.88925739344194
9400,0.050543807446956635,6.804445266723633,68.79245396443798
9500,0.10025018453598022,7.357310771942139,70.17932220715159
9600,0.10083179920911789,6.215855598449707,68.5867771443975
9700,0.05304341018199921,6.4723005294799805,65.27805684158568
9800,0.04811958223581314,7.438852310180664,71.34732664994516
9900,0.042918022722005844,7.859873294830322,69.56521425046543
10000,0.036426909267902374,7.83020544052124,66.62055968732801
