Epochs,Loss_Disc,Loss_Gene,FID
0,2.879831552505493,2.2402491569519043,62.104510857167725
100,0.2726204991340637,4.583644390106201,70.03404711859719
200,0.1430278718471527,5.262396812438965,67.34186862063382
300,0.185411736369133,4.534607410430908,65.2731395759954
400,0.29757800698280334,5.374798774719238,63.0302076763266
500,0.1678055226802826,5.1215128898620605,68.62888683052648
600,0.10171694308519363,5.630802154541016,60.57030282104438
700,0.07947938144207001,6.0899529457092285,68.64766440420715
800,0.1470850706100464,4.314830303192139,61.03288113004976
900,0.08666475117206573,5.410683631896973,62.26427359166178
1000,0.033153802156448364,6.0508928298950195,60.49802954378447
1100,0.084079310297966,4.73487663269043,62.9425233177904
1200,0.10129322856664658,6.391055583953857,56.520401968713486
1300,0.10422948002815247,6.172974586486816,62.0661627466323
1400,0.05605021119117737,5.786457061767578,62.824015588854934
1500,0.10878089815378189,5.500819683074951,60.99058914203988
1600,0.1172671765089035,5.271364688873291,56.595789747368485
1700,0.10682405531406403,5.829726219177246,61.36913910583917
1800,0.030336756259202957,6.536035537719727,60.885027408925
1900,0.02651067264378071,7.2254438400268555,62.174554211350824
2000,0.031211066991090775,5.597030162811279,59.274193262952735
2100,0.9907439947128296,8.263954162597656,60.75836736993398
2200,0.03601861000061035,6.309419631958008,64.37470883275779
2300,0.04155835509300232,5.930875301361084,62.87398309861226
2400,0.09516902267932892,6.113434791564941,57.16529498880908
2500,0.04027815908193588,5.8506622314453125,60.21641811597101
2600,0.05928448215126991,6.326993465423584,56.23171014449531
2700,0.05770961195230484,6.190093040466309,56.15805938782728
2800,0.08568374067544937,5.648561000823975,61.107439443448754
2900,0.050740327686071396,5.051830768585205,57.51815236795386
3000,0.02981148473918438,6.8504838943481445,58.79366916661871
3100,0.045366887003183365,6.309683799743652,58.93518859859586
3200,0.06310863792896271,6.207278251647949,58.26256016940886
3300,0.11133845150470734,6.022923946380615,60.5205552179915
3400,0.03430652990937233,6.0628886222839355,55.807155500990916
3500,0.059197135269641876,6.359638690948486,58.2667170753773
3600,0.024184221401810646,6.778079509735107,57.38448627249835
3700,0.013674665242433548,6.487279891967773,56.01881844394529
3800,0.15714675188064575,5.662668704986572,61.7305413701842
3900,0.04618781805038452,6.830710411071777,57.7493389544195
4000,0.052781108766794205,6.541607856750488,58.276146252776925
4100,0.021602772176265717,6.951054096221924,59.690764633742674
4200,0.01997389644384384,7.071871280670166,56.87910941564252
4300,0.018955253064632416,7.305371284484863,56.27960862165156
4400,0.037929415702819824,7.341727256774902,58.07669085703981
4500,0.02059091627597809,6.748931884765625,58.524763136616514
4600,0.04520588368177414,6.730484962463379,57.277450706220804
4700,0.03656245768070221,6.358342170715332,59.82529427883543
4800,0.01772117242217064,7.883077621459961,59.05965840448641
4900,0.00831064023077488,7.518847942352295,56.48818679852934
5000,0.020304908975958824,7.822214603424072,57.40341875599432
5100,0.0185307078063488,7.258502960205078,56.77678636483398
5200,0.3743184208869934,5.7104692459106445,60.328853203644485
5300,0.015054650604724884,7.325982093811035,60.79656633119953
5400,0.024677924811840057,7.302277565002441,62.18772278844506
5500,0.01305326260626316,6.8726301193237305,59.49810009802866
5600,0.03306525945663452,6.502311706542969,55.484358041077996
5700,0.0315546952188015,8.074810981750488,57.189340277293525
5800,0.03787900507450104,6.272734642028809,58.207125882692026
5900,0.026660088449716568,6.974353790283203,58.205321490667416
6000,0.05709129199385643,6.669281482696533,60.815953875635216
6100,0.04472435638308525,7.406949043273926,61.06032395481219
6200,0.01234477199614048,7.695048809051514,61.77413161493769
6300,0.014535265043377876,8.245083808898926,59.65142287667004
6400,0.02081410214304924,7.320287704467773,60.27575554761472
6500,0.03668605908751488,6.965335369110107,59.80171000753336
6600,0.04338608309626579,7.3776164054870605,60.0651665903261
6700,0.022297829389572144,7.662829875946045,61.35441730677479
6800,0.01126541942358017,7.544147491455078,59.5296019512449
6900,0.01447567529976368,7.157756805419922,56.2388517306793
7000,0.03870290517807007,8.509209632873535,57.211640704195986
7100,0.1039193719625473,6.966385364532471,66.68932183094336
7200,0.022553974762558937,6.891077995300293,63.67484569815781
7300,0.009031509980559349,6.979371070861816,59.943943667487986
7400,0.018978409469127655,6.804894924163818,60.86319073502807
7500,0.027793213725090027,7.241211891174316,58.90638568677542
7600,0.017747502774000168,8.0601167678833,58.394660503895636
7700,0.018436472862958908,8.225537300109863,58.78840081823125
7800,0.03659556806087494,8.454421997070312,60.24704262960904
7900,0.029440995305776596,7.534763336181641,60.809212400816705
8000,0.026496004313230515,8.147906303405762,62.70133321378489
8100,0.04118183255195618,7.878605365753174,59.057419214409094
8200,0.00931547675281763,9.219194412231445,55.95461810176761
8300,0.018470972776412964,8.130782127380371,58.378881819773824
8400,0.02886066772043705,7.9444966316223145,62.8959039969011
